semester,years,subj1,subj2,subj3,subj4,subj5,subj6,subj7,Final_Grade
1,2023,S,B,S,B,S,S,S,S
2,2021,F,F,F,F,F,F,F,F
3,2022,C+,C+,C+,C,C+,C+,B,B
2,2022,B+,B,B+,B+,B,C+,A,B+
3,2020,S,S,S,S,S,A+,S,S
1,2022,F,F,P,D,F,F,F,F
3,2021,B,B,A,B,A+,B,B,B+
2,2021,B+,C,A+,B+,A,B,B+,B+
1,2020,C+,C,C+,C+,C,B,B,B
2,2021,F,F,F,D,F,F,F,F
3,2022,C,B+,D,A,F,S,D,C+
2,2021,D,P,C,D,P,C,P,C
3,2021,B,B,B+,C+,C+,C+,B+,B+
3,2023,B,B,B+,C+,B+,B,B+,B+
1,2023,B,B,C,C+,C,C,C+,B
2,2022,B,B+,F,P,A+,D,F,P
2,2021,D,F,B,F,F,C,F,F
2,2020,B,B,B+,B,C+,B+,A,B+
2,2021,S,A+,S,A,S,S,S,S
1,2020,F,P,P,F,F,P,F,F
2,2023,S,S,S,S,B,S,S,S
2,2020,B+,A,B+,B+,B,C+,A,A
2,2020,C+,B,C+,C,B,C+,D,B
3,2022,F,F,F,F,F,F,F,F
2,2023,D,C,P,D,C,P,P,C
1,2021,B+,C+,C+,C,C+,C+,C+,B
2,2023,P,C,F,P,D,D,D,F
2,2023,D,P,D,D,C,D,C,C
2,2020,C,B+,B,C+,A,C+,C+,B
2,2022,B,B,B,C+,B,A,B+,B+
1,2023,S,S,A+,S,S,S,S,S
3,2021,S,S,S,S,S,S,S,S
1,2021,P,F,F,P,F,F,F,F
1,2023,B,C+,C+,C,C,C+,C,C+
3,2023,C,D,C,D,D,C,C,C
2,2021,C+,B+,B,A,B,B,B,B+
3,2022,B+,B+,B+,B,B+,B+,A,A
2,2020,D,C,D,P,P,D,F,P
2,2021,A+,A,B,B+,S,A+,B,A
3,2023,F,F,F,F,F,F,F,F
2,2020,D,C,C,C,C,C,C+,C+
2,2020,C+,B,C+,C,D,C,D,C+
1,2023,C,C+,C,C,B,B,D,C+
3,2021,C+,C+,C,C+,C+,B,B,B
2,2020,C+,C,B+,B,B+,A,B+,B+
2,2020,F,F,F,F,F,F,F,F
2,2020,D,D,P,D,D,P,D,D
3,2023,C+,D,C+,C,C,C+,B,C+
1,2020,B+,B+,B+,B,B,A,B,B+
3,2021,F,P,F,P,F,F,F,F
2,2020,A,A+,B,B+,B+,A,A,A
3,2021,C,F,A,A+,F,P,F,F
2,2021,D,D,D,C,D,P,P,C
1,2021,P,P,F,C,P,F,P,F
2,2020,C+,B+,B,C+,B,B,A,B+
1,2022,S,S,S,S,S,A+,S,S
1,2021,A,B,C+,A,C,A,B,B+
3,2020,C+,D,D,C+,C+,C,D,C+
2,2022,F,F,F,F,F,F,F,F
1,2020,D,P,P,F,P,P,P,F
3,2020,D,P,P,F,D,P,P,F
2,2023,F,F,F,F,F,D,P,F
2,2023,F,F,F,F,F,F,F,F
3,2022,S,S,S,S,S,S,S,S
1,2020,C+,D,P,D,C+,C,B,C
3,2021,F,P,F,F,F,F,F,F
3,2021,A+,A+,A+,A+,S,S,S,S
2,2020,D,F,P,F,F,D,F,F
1,2020,F,F,F,F,F,F,F,F
1,2022,B+,A+,F,D,S,C+,S,C+
3,2020,S,S,A+,S,S,S,S,S
3,2021,B,B+,B+,A,C+,B,S,A
1,2022,F,F,F,F,F,F,F,F
1,2021,D,C,D,C+,C,D,C,C
1,2021,A+,A,A,A,S,A,B+,A+
3,2022,F,F,F,F,F,F,F,F
2,2021,D,P,C,D,P,D,D,C
3,2020,A,B+,A+,B+,B,C+,A,A
1,2023,F,D,F,F,F,F,P,F
1,2023,B,C+,C+,B+,D,C,C+,B
2,2020,B,A,C+,A+,B,B,B+,B+
1,2022,C,S,S,S,S,S,S,S
3,2021,C+,C,B,C+,C,C,C,C+
1,2023,F,F,F,F,F,F,F,F
2,2022,C,F,P,C,C,D,F,F
3,2020,D,P,F,D,C,P,P,F
3,2022,A+,B+,B+,A+,A,A+,B+,A+
2,2023,S,S,A+,S,S,S,S,S
2,2022,B,B,A,B+,B,B+,B+,B+
2,2023,S,B,S,B+,B+,A+,B+,A+
1,2020,S,S,S,S,S,S,S,S
1,2022,S,S,A+,S,S,S,S,S
2,2020,F,F,F,F,F,F,P,F
1,2022,F,F,F,F,F,F,F,F
1,2020,D,C,C,P,C,D,D,C
1,2022,B,C+,C,B,C,D,C+,B
1,2021,B+,A+,A+,A+,A+,A+,A+,A+
3,2023,C,F,A,P,F,P,B,F
1,2021,P,P,D,D,D,P,C,D
3,2020,C+,B,C,C+,C,B,C+,B
1,2020,C+,C+,B,B,B+,C+,B,B
1,2021,F,F,F,F,F,F,F,F
3,2022,S,S,S,S,S,S,S,S
3,2023,C,D,C+,C,C,C,C+,C+
1,2023,B+,B+,B,B+,C+,B,B+,B+
2,2020,B+,B,C+,B,B+,A,B+,B+
2,2021,C,D,P,C+,D,C,C,C
2,2020,C,C,C,D,C,B+,C,C+
1,2020,D,S,B,A,C+,C,C+,B+
2,2020,D,D,P,D,F,D,C+,D
2,2020,D,C+,P,P,P,D,D,C
3,2023,C,D,F,D,P,P,P,F
1,2021,A+,S,S,S,S,S,S,S
2,2023,A,A,P,B,F,A,F,C
1,2021,C+,C+,P,D,B,B,B,C+
3,2023,F,F,S,C,F,F,F,F
1,2023,C,D,C+,C+,B,D,C,C+
3,2022,P,D,C+,D,B,P,C,C
1,2020,F,F,B+,F,D,F,F,F
3,2021,C+,C,C,B,D,B,C+,C+
3,2020,P,D,D,D,F,D,D,P
2,2023,A,B+,A,B+,C+,B+,B+,A
2,2020,F,F,F,D,D,F,B+,F
2,2021,S,S,A,D,S,S,B,A+
3,2022,C,P,D,D,D,C+,C,C
3,2022,F,F,F,B,F,B,C,F
2,2023,A+,S,C+,S,P,A+,S,A+
1,2020,F,F,F,F,F,F,F,F
2,2023,D,C+,C,C,D,C,C,C+
2,2022,F,D,P,C,P,D,C,F
3,2022,C,C+,B,C+,C,C,C+,C+
2,2022,P,F,C,P,D,D,C+,F
1,2022,C,C,B,D,C+,B,C+,C+
1,2020,C+,F,F,F,F,F,F,F
1,2021,F,P,F,F,F,F,F,F
2,2020,A,F,B+,S,S,C,F,C
2,2023,A,B,C+,B+,B+,B+,B+,B+
1,2021,F,P,F,C+,F,D,F,F
3,2020,B,A,A,A+,B+,B+,A,A
2,2020,D,C,C,D,C,P,P,C
1,2020,F,F,F,F,F,B+,F,F
2,2021,B+,B+,B,A,C+,C,B,B+
3,2020,B,B+,A+,A,C+,A,B+,A
1,2021,S,S,S,S,S,S,S,S
2,2021,P,F,F,F,F,F,F,F
1,2022,C+,S,C+,A,P,D,C,B+
2,2021,C+,B,B,B,B,D,B+,B
2,2022,P,D,P,D,C,D,P,D
3,2023,C+,B,B+,B+,B,B+,B+,B+
2,2022,F,F,F,F,F,F,F,F
1,2023,S,S,S,S,S,S,S,S
1,2020,B,B,B,B+,C+,B+,C+,B+
3,2023,D,F,D,P,P,P,F,F
2,2023,C+,P,S,A+,C+,A+,S,A
3,2020,C+,C,C+,C,B+,C+,C+,C+
1,2021,P,F,F,F,P,F,F,F
3,2023,S,S,S,S,C+,A,C,S
2,2023,F,P,F,F,F,F,D,F
3,2022,B,B+,A,B,B,B,B+,B+
1,2022,C,B,C+,C,C,C,C+,C+
1,2023,F,F,F,F,F,F,F,F
1,2022,S,B+,F,F,A,F,A,F
2,2022,P,P,D,D,D,D,P,D
1,2022,C+,D,P,C,C,D,C+,C
1,2021,F,F,F,F,F,F,F,F
2,2021,A+,B+,A+,A+,A,A,B+,A+
1,2022,F,F,F,F,F,F,F,F
2,2023,F,F,P,P,F,P,F,F
2,2023,B+,C+,B,S,B+,A,A,A
1,2022,B+,F,F,C+,D,F,F,F
3,2023,F,F,F,F,F,F,F,F
1,2023,P,F,F,F,F,F,F,F
3,2022,B+,B+,B+,B+,B+,A+,C,A
1,2020,B,B,A,C,B,C+,B+,B+
1,2022,B,C+,C,C,B,B,C+,B
3,2021,P,P,C+,D,P,C,P,C
2,2021,F,P,F,F,F,F,F,F
2,2023,B,B+,B+,B+,B+,B+,B+,B+
3,2022,F,P,F,F,P,C+,F,F
3,2020,B,B+,C+,B,C,B,C+,B
3,2023,S,A,C+,A,B,C+,C,A
3,2023,F,F,F,F,F,F,F,F
3,2022,D,C,C,C+,C+,D,C+,C+
1,2020,C+,D,C,B+,C,C,B+,C+
2,2020,B,C,C,C,C,C+,C+,C+
1,2023,D,F,F,F,F,F,B+,F
1,2023,D,P,D,P,F,D,P,P
3,2022,A,A,B+,B+,B,S,B+,A
3,2022,S,A,S,S,S,S,B+,S
1,2023,B+,C+,A,C+,C+,B,B,B+
1,2022,D,C,C+,D,C,F,C,D
3,2020,C,D,P,F,D,P,P,F
1,2022,B+,C+,C+,A+,A,B+,C+,B+
2,2023,D,C+,D,D,F,C,F,P
2,2021,C+,B,S,S,C,F,F,C+
2,2020,F,F,D,F,P,D,F,F
2,2021,D,C,D,F,P,P,P,F
3,2020,C,C,D,P,C,C+,C+,C
2,2020,C,C,D,F,C,D,F,F
1,2023,F,F,F,F,F,F,F,F
3,2022,P,D,C,D,P,P,C,C
3,2022,P,C,F,P,P,P,P,F
2,2021,F,F,F,F,F,F,P,F
2,2022,C+,C+,C,C+,B+,C+,C+,B
3,2020,F,F,P,F,F,F,P,F
1,2022,F,F,P,F,F,F,F,F
3,2023,C,B,B+,B+,B,A,B,B+
3,2021,F,F,P,F,F,P,F,F
1,2022,A+,B+,A,B+,A+,A,A+,A+
1,2021,F,C,F,F,F,C+,F,F
3,2022,A+,D,A,B,S,C,F,B
2,2023,F,P,D,D,P,C+,C,F
1,2022,B+,B+,B,B+,B,B+,B+,B+
1,2023,C+,C+,C,C,C+,B+,C,C+
2,2023,F,F,F,F,F,F,F,F
3,2023,B+,A,B+,B+,B,A,B,A
1,2022,B,C+,B,B+,B,D,C,B
1,2023,A+,B+,B+,B+,B,B+,B+,A
1,2020,C+,C+,D,D,C+,C,D,C+
2,2020,S,A+,B+,S,A,B+,B+,S
3,2020,C+,B,B,C+,B,C+,A,B
3,2020,A,A,B+,A,B+,B+,A+,A
1,2023,A,S,S,P,S,S,S,A+
2,2022,C,D,P,C,P,C,C+,C
2,2023,B+,B,B,B+,B,B,B+,B+
1,2022,F,F,F,F,F,F,F,F
3,2020,B+,B,B+,B,B+,C+,B+,B+
1,2020,A,A+,A,A+,B+,A,A+,A+
2,2020,S,A,A+,B+,S,A+,A+,S
2,2022,F,F,F,F,F,F,F,F
1,2022,F,F,F,F,F,F,F,F
1,2022,C,C,C+,C,C+,D,D,C+
2,2021,B,B,C,B,C+,B,C+,B
3,2021,B,B+,A,B+,A,B,A,A
1,2023,P,D,C,D,F,D,P,P
3,2020,F,P,F,P,F,F,F,F
1,2020,F,F,F,F,F,F,F,F
3,2023,F,P,P,F,D,F,D,F
1,2021,C,C+,C+,D,C+,C,B,C+
3,2023,S,A+,A,A+,A,A,A,S
3,2023,F,P,F,F,F,F,F,F
1,2023,S,F,P,S,A+,S,A+,B
2,2020,D,P,F,F,F,B+,F,F
3,2023,S,S,S,S,S,S,A+,S
2,2023,P,D,D,P,C,P,P,D
1,2020,S,A,S,C+,S,S,S,S
1,2020,A+,S,A,A+,A,S,S,S
1,2022,A+,A,B+,S,S,S,S,S
2,2021,F,F,F,F,F,D,F,F
2,2020,C+,C,C+,D,C+,C,D,C+
2,2021,C+,C+,C+,C+,C,C+,D,C+
3,2021,C+,B,C,C,C+,C+,B+,B
3,2023,S,A,A,S,A+,A+,A+,S
3,2020,A,S,S,S,A+,A+,S,S
2,2020,F,F,F,P,F,F,F,F
3,2022,D,D,F,P,P,C+,P,F
1,2021,S,C,A,S,S,C+,S,A+
1,2023,B,C+,B,B,B,C,B+,B
2,2021,B,C,C+,B,C,D,C,C+
3,2020,D,C,D,C,D,D,D,C
1,2021,P,P,D,D,P,D,P,D
2,2022,C+,B,C+,C+,C,C+,B,B
2,2023,F,F,F,F,F,P,F,F
1,2022,A+,P,F,S,S,C,B,C+
1,2020,B+,S,S,A+,S,A+,A,S
3,2023,F,C,S,P,C,F,S,D
2,2021,B,C+,C+,D,B,D,C+,C+
3,2022,D,B,C+,A,F,C+,A,C+
1,2022,A,B+,S,S,A,S,A+,S
2,2023,D,D,P,D,D,P,D,D
1,2022,B,A,B+,A,B,B,B+,A
3,2021,S,S,A+,S,S,A+,A+,S
1,2020,F,F,F,D,F,F,F,F
3,2023,S,A,S,A+,S,S,S,S
1,2020,D,D,D,C,C+,C,D,C
2,2021,A+,C+,C+,A,B+,B+,A,A
2,2020,F,F,F,F,F,F,F,F
1,2021,P,P,F,C+,F,A,F,F
3,2022,S,S,A+,A+,S,S,S,S
1,2021,C,D,D,D,P,C,D,C
3,2021,F,F,F,F,F,F,F,F
1,2022,C+,A,F,F,C,F,C+,F
1,2022,P,C+,C,C+,B,B,D,C+
1,2022,B,A,B,B,B+,B+,C+,B+
3,2022,B,C+,C+,B,C+,C+,C+,B
2,2021,D,B+,F,A,C,D,A+,C
3,2020,C,F,F,D,F,P,C,F
3,2023,P,P,F,C,C,D,F,F
2,2020,P,D,D,F,C,P,D,F
1,2022,B,B,B,C+,B+,C+,B,B
2,2023,A,A+,A,A,A+,B+,B+,A+
2,2022,S,S,S,S,S,A+,S,S
3,2023,P,D,P,F,D,P,F,F
1,2022,P,C+,C,P,P,C,D,C
3,2022,B+,P,D,B,B,C+,F,C
2,2020,S,A,S,S,A+,S,S,S
2,2021,C+,C,C+,B,B,C+,B,B
1,2020,B+,B,A,B+,A,B+,A,A
1,2023,B+,A,A,B,B,A,A,A
1,2021,F,F,F,F,F,F,P,F
1,2021,F,F,B+,A,B+,S,S,D
3,2022,F,F,F,D,F,F,F,F
2,2021,C+,C+,C,C+,C,C,C,C+
1,2021,C+,P,F,P,P,P,D,F
3,2020,B,A,A,B+,A,B+,B+,A
2,2023,C,C+,F,F,F,F,F,F
2,2020,B+,B+,B+,C+,B,A,B,B+
2,2022,F,F,F,F,F,F,F,F
2,2020,C+,D,C,C,C,B,P,C+
2,2021,B+,S,S,S,A+,S,S,S
1,2022,C,F,F,F,F,F,F,F
2,2020,B,B,C+,B,B,C+,C+,B
2,2022,B+,C+,C,C,C,C+,B,B
2,2020,B+,S,A+,A+,S,S,S,S
2,2021,D,C+,P,D,D,C,D,C
2,2020,F,F,A+,F,F,F,F,F
1,2023,F,C+,D,D,F,C,S,P
1,2022,B,B,B,B,B,B,B,B+
2,2020,B,B,C+,C+,B,D,D,B
2,2023,D,F,F,C,P,C,C,F
3,2020,D,P,D,P,D,D,D,D
3,2020,F,P,F,F,F,F,F,F
2,2021,B,C,C,C+,C,D,C,C+
2,2021,A,A+,A+,S,A,A,A+,S
1,2021,S,S,A+,S,S,S,S,S
2,2021,B,C+,C,C+,D,P,C,C+
1,2020,F,F,C+,D,F,F,F,F
2,2020,A+,S,S,S,D,S,S,S
1,2021,F,F,F,P,P,P,F,F
3,2020,S,S,S,S,A+,A+,S,S
1,2023,B,F,S,A+,C+,C+,B,C+
2,2023,F,F,C,F,F,F,F,F
2,2020,A,B,B+,B,B,A,A,A
2,2020,D,P,P,D,D,D,P,D
2,2022,D,C+,C,D,D,P,C,C
1,2021,B+,B+,A+,A+,A+,B+,S,A+
1,2022,F,F,F,C,C+,P,C,F
2,2022,C+,C+,C+,B,C+,B,C+,B
1,2021,P,F,P,F,P,F,F,F
3,2023,D,D,P,C,P,P,C,C
2,2020,D,P,F,D,P,P,P,F
2,2021,F,F,F,F,P,F,F,F
1,2022,C+,D,D,P,D,F,F,P
2,2021,C,C+,B+,B,C,C+,B,B
1,2020,B,S,C,A,P,S,S,A
2,2020,D,A+,A+,A,C+,D,F,B
2,2022,P,F,F,P,F,F,D,F
2,2021,C,B,C,B,B,P,C,C+
2,2022,B,A+,A,B+,A+,B+,B+,A
3,2023,B,A,B+,B+,A,B,B,A
1,2021,C+,D,C,C+,C+,B+,C,C+
1,2022,D,D,D,F,D,P,D,F
1,2020,P,P,F,D,P,F,D,F
3,2020,A+,S,A,A,S,A+,A,S
1,2020,B+,B+,B+,B,B,B,B+,B+
2,2021,A+,A+,A,A+,S,S,A+,S
3,2020,B+,B,C+,B,S,S,C+,B+
2,2021,S,F,D,P,F,S,F,F
1,2023,B+,B+,S,A,B,S,C,A+
2,2023,B+,F,F,C+,F,C,F,F
2,2020,S,F,A+,C+,C+,B+,S,B
2,2022,S,S,S,S,A+,S,S,S
1,2022,F,F,F,P,F,F,F,F
1,2021,F,F,F,F,F,P,F,F
3,2022,F,P,D,D,P,P,F,F
2,2022,S,A+,S,S,S,S,S,S
3,2020,A,B+,A,B,A,B+,B+,A
3,2020,F,F,B+,D,F,F,F,F
3,2021,C,B,C,C+,C,C,D,C+
1,2022,C+,C,B,B,C+,B+,C,B
2,2023,C+,C+,C,C,B,C+,C+,C+
1,2023,B,B+,B+,B,C+,B+,C+,B+
2,2020,A,A,B+,B,A,B+,B+,A
2,2020,B+,A,A,A+,B,A,A,A
2,2020,S,S,S,S,S,A+,A+,S
1,2022,D,F,P,P,D,C,A+,P
1,2020,A,A,B+,A,A+,A+,A,A+
3,2023,F,F,P,F,P,F,F,F
1,2023,F,F,F,F,F,F,F,F
2,2021,B+,C,C+,B+,B,B,B,B
1,2022,C+,C,B+,B+,C+,B,C+,B
3,2021,S,S,C+,C+,S,B,S,A+
1,2020,P,D,F,F,C,D,P,F
1,2023,A+,S,S,S,S,S,A+,S
2,2021,D,D,P,P,F,P,D,P
2,2021,B+,S,B+,A,A,A+,S,A+
2,2021,S,F,P,B,A+,A,C,C
1,2020,F,C,P,P,F,P,P,F
2,2023,F,F,F,F,F,F,F,F
2,2020,F,D,P,D,F,P,C,F
3,2021,F,F,F,F,P,F,F,F
2,2020,S,S,S,A+,S,S,S,S
3,2021,D,D,D,C,D,P,C,C
2,2022,P,C,P,P,C,P,P,D
3,2021,A,S,S,A,A+,A+,A,S
3,2021,S,S,S,S,B,S,S,S
2,2022,A,A+,S,B+,A,A+,A+,A+
1,2023,P,D,P,D,D,D,P,D
3,2020,D,C,C,P,C+,C,D,C
3,2021,F,P,F,P,F,F,F,F
2,2020,B,C+,D,C,C+,C,C,C+
3,2023,A,A,F,A,S,F,S,C+
3,2020,C+,C+,C,B,C,C,C+,C+
2,2020,S,S,S,S,S,S,S,S
3,2023,C,B,C+,P,C,B,B+,C+
2,2022,F,F,F,F,P,F,F,F
1,2022,C+,C+,C+,B+,C,C+,C+,B
3,2021,C,B,B+,C,C+,B+,B,B
2,2021,F,F,F,F,F,F,F,F
1,2023,S,S,A,S,C,S,S,S
2,2021,F,F,F,B,P,F,F,F
1,2022,A,A+,A+,S,A,A+,A,S
3,2020,B,C+,C+,C,C,C,B,B
2,2022,F,F,F,F,F,F,F,F
3,2022,F,F,F,F,F,F,F,F
2,2022,S,B+,B+,S,S,S,A,S
1,2022,F,F,F,F,P,F,F,F
2,2023,S,B,D,B+,A+,D,S,A
3,2023,S,B+,B+,B,C+,B+,B+,A
3,2022,S,A+,A,S,S,A,S,S
2,2021,A,A,B,B+,F,F,B,C+
3,2023,B+,A,C+,A,A,A,C+,A
1,2021,P,D,C+,D,D,P,P,C
1,2021,A+,S,S,S,S,A+,S,S
1,2020,B,A,A,B,C+,B,B+,B+
2,2022,F,F,F,F,F,F,C+,F
2,2021,B+,B,A,B,B,B,C+,B+
2,2021,C,F,A,F,P,F,P,F
1,2022,A,B,B+,A+,A,A,A+,A
1,2020,F,D,F,F,F,F,P,F
3,2021,F,F,D,F,D,F,P,F
3,2021,A,S,S,S,S,S,B+,S
2,2022,F,F,P,F,F,F,F,F
3,2021,F,D,P,C,D,P,F,F
2,2020,C+,B,B+,B,C,C+,B+,B
2,2021,B+,B+,A,A+,A,B,B+,A
1,2020,D,C+,P,D,D,F,C+,D
3,2021,P,A,F,B+,F,C+,P,P
1,2023,P,D,C,C,D,D,P,C
1,2022,B+,A+,A,A,A,B+,A,A+
2,2020,C+,C,B,B,B,C,C+,B
2,2020,F,P,F,F,F,P,F,F
1,2021,F,F,F,F,P,F,F,F
1,2022,F,P,F,F,F,F,F,F
3,2021,B,B,B+,B+,C,B,C+,B+
1,2022,P,D,D,D,P,F,C,P
2,2023,A,B+,B,B+,A,B+,A+,A
2,2023,F,F,F,F,F,F,F,F
1,2020,C+,C+,D,C,C+,C+,D,C+
3,2021,B,B,B,B,B,A,B,B+
1,2023,B,A,B+,B,C+,A+,A,A
1,2022,P,P,D,P,F,F,P,F
1,2020,B+,S,S,S,A,S,S,S
3,2020,F,F,F,F,F,P,F,F
3,2023,D,B,C+,B+,C,C,D,C+
2,2021,C,C,C,D,D,C,C,C
3,2023,F,F,F,P,F,F,F,F
1,2022,F,F,F,F,F,F,F,F
1,2022,S,A,S,S,S,S,S,S
2,2023,B+,B,A,B+,B,A,B,A
1,2023,A,B+,A,C+,B,A,B,A
2,2021,C,P,P,F,F,F,P,F
2,2023,C,C+,B,B,C,C+,D,B
1,2022,P,F,F,F,F,F,F,F
3,2023,C+,C,D,D,D,C+,C+,C+
1,2023,D,C+,C,C+,B,C,B,C+
3,2023,P,C+,C,B,D,B,C,C+
1,2020,B,B,A,B,B+,B+,B+,B+
2,2021,C+,C,C,D,D,D,P,C
2,2020,A+,A,A,A+,A,S,A+,A+
2,2023,B,C+,B+,C+,C+,C+,C+,B
2,2023,A,S,S,S,S,S,D,S
3,2023,D,C,C,P,P,C+,D,C
2,2023,B+,B+,S,B,B,B+,B+,A
2,2020,D,F,P,D,F,F,D,F
1,2020,B,C+,C,D,B,C,C+,C+
2,2021,C+,B+,B,C+,C+,B+,C+,B
2,2020,C,C+,B,B,D,D,C,C+
2,2023,F,F,F,F,F,F,F,F
2,2020,B+,B+,B,A,B+,A,B+,A
2,2023,C,D,C,C,C,C,C,C
1,2020,B+,B,B+,C,B+,B+,B,B+
1,2023,B,C,B+,B,B,B+,A,B+
2,2023,S,S,S,S,S,S,S,S
2,2022,C,C+,C,C+,C+,C+,D,C+
3,2021,C+,P,C+,P,D,D,C,C
3,2021,B,C+,C+,D,B,D,C,C+
3,2022,F,F,F,F,F,F,F,F
1,2020,S,S,B,C+,B+,B,S,A+
2,2020,B,B+,B+,B,A,B+,B,B+
1,2021,F,F,F,F,F,F,F,F
2,2022,P,D,F,F,P,P,D,F
2,2023,C,C,D,P,P,P,D,C
3,2021,F,F,P,F,F,P,F,F
1,2023,S,S,S,S,S,S,S,S
1,2021,S,B+,A,C+,C,S,S,A+
2,2021,B+,C,F,D,B,F,A,P
1,2020,F,F,P,F,F,P,F,F
3,2020,A,B+,A,B+,B+,B+,B,A
2,2020,B+,A,B+,A,A+,B+,B+,A
1,2022,B+,B,C+,F,B+,C+,D,C
1,2022,C,C,P,F,F,C,P,F
1,2021,B+,B,A,C,C+,C,B,B+
3,2021,F,D,F,F,C+,P,C,F
2,2023,P,P,F,P,P,P,P,F
1,2020,A,A+,S,A+,A+,A,B+,S
1,2023,S,A+,S,S,S,A+,S,S
3,2020,F,F,P,F,F,F,F,F
2,2023,B,B,B+,C+,B+,B+,B+,B+
3,2023,B+,S,S,A+,A,S,S,S
1,2022,F,C,C,D,P,P,F,F
2,2020,F,F,F,F,F,F,F,F
2,2023,C+,C+,C,C+,C+,B+,C+,B
2,2022,D,D,F,P,D,P,F,F
2,2023,P,P,F,F,P,D,P,F
1,2022,S,A,B+,A,B,A,A,A+
2,2022,A+,S,S,S,S,S,S,S
3,2020,F,F,D,F,A,F,C+,F
3,2020,P,F,F,F,F,F,F,F
3,2023,F,P,F,F,P,F,F,F
2,2021,P,F,F,F,F,P,F,F
1,2020,F,F,F,F,F,F,F,F
3,2022,F,F,F,F,F,F,F,F
3,2021,A,B+,B+,A,B,C+,B,A
3,2020,A+,F,F,F,P,C+,F,F
1,2023,P,F,F,F,P,F,P,F
2,2022,A+,A+,A,B,A+,A,A,A+
1,2020,B+,A,A,B+,B+,B,B,A
2,2023,P,P,F,C+,F,D,C,F
2,2020,P,P,F,D,F,P,F,F
2,2021,F,F,F,P,P,D,D,F
2,2020,P,P,P,P,D,D,D,D
2,2020,C,C,B,C+,B,C+,B+,B
3,2020,B,C+,B,C,C+,C+,C,B
2,2023,C,C,C,B,B,B,C+,C+
1,2021,A,S,S,A+,A+,A+,B+,S
3,2023,F,F,P,F,F,P,F,F
1,2023,B,B+,B,A,B,A,C,B+
3,2020,S,B+,S,S,A,S,S,S
1,2020,F,B,F,D,F,F,F,F
1,2020,F,F,F,F,F,C+,F,F
3,2023,D,F,P,P,D,C,C,F
3,2023,A,B,B,B,B+,A,A,B+
1,2021,S,A+,A+,A+,S,S,S,S
3,2023,C,B+,B,C+,P,C+,C+,B
2,2021,B+,B+,C+,A,B,B+,A,B+
2,2023,B+,A,B,C+,A,A,B+,B+
3,2022,A+,S,S,A,S,B+,A,S
1,2021,C+,C+,C,C,B,D,C+,C+
2,2020,A,S,S,A+,A+,S,A,S
1,2022,D,F,A+,D,F,F,S,F
1,2022,F,F,F,F,F,F,F,F
2,2021,F,F,F,F,P,F,F,F
2,2022,B,B+,B+,C+,B,B,B,B+
1,2022,F,F,F,P,F,F,F,F
3,2020,S,S,S,S,S,S,S,S
3,2020,B,B+,B+,A,B,A,B,A
2,2023,S,A+,S,S,S,S,S,S
2,2020,P,F,F,F,F,F,F,F
3,2022,D,C+,C+,C+,C+,C+,C+,C+
3,2020,S,S,S,S,S,S,S,S
1,2020,C+,C+,C+,D,D,P,C,C+
1,2020,C+,C+,B,C+,C+,B,B+,B
2,2020,D,D,D,F,F,D,C,F
2,2021,P,F,F,F,F,F,F,F
2,2023,B,B+,B,A+,C+,B+,A,A
1,2022,C+,A,B+,B,A,B+,A,B+
3,2023,F,F,F,F,F,F,P,F
1,2022,F,F,F,F,F,F,F,F
2,2021,F,P,F,P,D,P,F,F
1,2023,C+,C+,C+,C+,C+,B,C+,B
2,2021,S,S,S,S,S,S,S,S
1,2023,P,P,P,P,D,D,P,D
2,2023,B,A,B,B,B+,B,B,B+
1,2021,F,F,F,F,D,F,F,F
3,2021,C+,C,C,C+,C,C,C,C+
2,2022,F,F,F,F,F,F,P,F
1,2023,P,D,D,D,P,P,P,D
2,2020,B+,B,B,B,B,B,B+,B+
3,2020,B+,B,B+,C+,D,B+,B+,B+
3,2020,B,B+,A,C+,B,A,C+,B+
2,2023,S,S,A,C+,B+,A+,F,A
1,2021,B+,C+,F,F,A,A,C,F
1,2020,F,D,C+,F,A,F,F,F
2,2022,F,F,F,F,F,F,F,F
2,2021,D,D,C,P,P,D,C,C
1,2023,C,C+,D,C,D,P,D,C
2,2020,C+,C+,C+,C+,C,C+,B,B
2,2023,A+,A+,B+,B+,B+,A+,A,A+
1,2020,A,A,B,A,B+,A,A+,A
3,2020,D,S,D,A+,C+,A+,S,A
2,2023,F,F,F,F,F,F,F,F
1,2023,C,B,A,S,B,C,S,A
2,2023,P,F,F,F,F,F,F,F
3,2021,D,P,F,D,F,P,P,F
2,2021,P,F,C+,A+,P,C,C+,D
3,2023,A+,B,A,A,B,A+,A,A
2,2022,S,S,S,S,S,S,S,S
1,2021,D,C,C,B,B,D,D,C+
3,2023,S,A+,S,S,S,S,S,S
2,2020,F,P,P,P,P,D,D,F
3,2021,P,P,D,D,D,C,P,D
1,2022,S,A+,S,A+,S,A+,S,S
1,2022,B,A+,A,B+,B+,B+,A,A
3,2021,C,C+,C,F,D,C,P,P
3,2023,A+,B+,A,A,D,P,F,B
1,2021,P,P,P,P,D,D,P,D
3,2020,C,C+,C+,B,B,C,C+,B
3,2020,F,F,F,F,F,F,F,F
2,2022,B+,B,C+,C+,C+,B,B,B
1,2023,S,S,C+,S,S,S,A+,S
3,2022,S,S,S,S,S,S,S,S
