semester,years,subj1,subj2,subj3,Final_Grade
4,2021,S,S,S,S
4,2021,C+,S,S,A
4,2023,B+,A+,A,B+
4,2020,B,A+,S,A
4,2020,F,F,F,F
4,2022,B,A,B+,B
4,2021,B+,B+,A,B+
4,2023,S,S,S,S
4,2021,B+,B+,A,B+
4,2020,B,B+,B+,B
4,2021,B,B+,B+,B
4,2022,F,F,D,F
4,2023,C+,B+,B+,B
4,2022,F,F,F,F
4,2020,C+,C+,D,D
4,2023,C,F,F,F
4,2021,S,S,S,S
4,2022,B,B+,B+,B
4,2022,P,C,D,P
4,2023,F,F,F,F
4,2022,B,B+,B,C+
4,2021,S,S,A,A
4,2020,B+,A,C,C+
4,2023,C,C,C+,C
4,2020,P,C,P,P
4,2021,C,C,C,D
4,2020,B+,B+,C,C+
4,2021,F,F,F,F
4,2022,D,C,D,D
4,2021,A+,B+,B+,B+
4,2021,C+,C,B,C+
4,2022,F,F,C,F
4,2022,F,F,F,F
4,2022,D,D,D,D
4,2022,A+,B+,B,B
4,2021,C,D,C,D
4,2020,A+,S,A+,A
4,2023,F,F,F,F
4,2020,D,P,F,F
4,2022,C,C+,C+,C
4,2023,F,F,F,F
4,2022,B,B+,A,B
4,2023,C,D,C+,C
4,2022,F,F,F,F
4,2022,C,D,D,D
4,2020,P,P,D,P
4,2021,D,F,F,F
4,2020,A,A,S,A+
4,2023,S,S,S,S
4,2021,B,B+,B,C+
4,2021,A,A+,A,B+
4,2022,B,B+,B,C+
4,2021,D,C,P,P
4,2021,S,B+,S,A+
4,2020,S,B+,S,A+
4,2023,S,S,S,S
4,2020,F,F,F,F
4,2022,B,C,B+,B
4,2020,F,F,F,F
4,2021,C,C,C,D
4,2022,S,S,S,S
4,2020,F,P,C,F
4,2022,S,A+,S,S
4,2020,F,F,F,F
4,2021,A+,A,A+,A
4,2020,A,S,B+,B+
4,2023,C,C+,C+,C
4,2022,B+,B+,B,B
4,2020,B+,A,A,B+
4,2023,F,P,F,F
4,2020,P,C+,D,P
4,2020,B,B,B+,B
4,2021,F,P,P,F
4,2021,B,C+,C+,C+
4,2021,A+,A+,S,A+
4,2021,C+,C,C+,C
4,2020,B+,C+,B,C+
4,2020,S,S,S,S
4,2021,F,F,D,F
4,2020,S,B+,S,A+
4,2023,F,F,F,F
4,2023,D,D,C,D
4,2020,D,D,P,P
4,2020,P,F,F,F
4,2022,C+,P,C+,C
4,2021,D,C+,C,D
4,2022,P,S,S,B+
4,2022,S,A+,S,S
4,2021,S,C+,B,B+
4,2023,C,A,B+,C+
4,2020,B,C+,S,A
4,2021,C,B,B,C+
4,2022,C+,B,B+,B
4,2021,S,S,A+,A+
4,2020,F,F,F,F
4,2020,A,A,A,B+
4,2022,C,D,F,F
4,2021,S,A,B+,B+
4,2022,A,S,B+,B+
4,2023,B,S,B+,B
4,2021,A,S,A+,A
4,2022,F,P,P,F
4,2020,S,B+,A+,A
4,2020,A,B+,S,A+
4,2020,B+,A+,B+,B
4,2021,C,C,D,D
4,2020,S,C+,A,A
4,2021,C+,C+,C+,C
4,2023,C+,C+,A,B
4,2023,C+,B,C,C
4,2020,F,D,P,F
4,2022,S,S,S,S
4,2022,A,A,A+,A
4,2021,A,A+,S,A+
4,2022,B+,B+,C,C+
4,2022,F,P,D,F
4,2020,F,F,F,F
4,2020,P,D,F,F
4,2021,A,A,A,B+
4,2022,C,F,F,F
4,2023,D,P,C+,C
4,2023,S,S,S,S
4,2020,A+,A+,S,A+
4,2020,B+,C+,C+,C+
4,2020,P,P,D,P
4,2022,D,P,D,P
4,2020,P,F,F,F
4,2023,C,C,D,D
4,2023,S,S,S,S
4,2021,S,A+,A,A
4,2022,C,P,D,D
4,2021,F,F,F,F
4,2020,B,B+,A,B
4,2023,P,F,F,F
4,2021,S,A,A,A
4,2021,D,C,D,D
4,2021,F,F,F,F
4,2020,F,D,D,F
4,2023,P,P,D,P
4,2020,A+,A+,A+,A
4,2021,B,B,B+,B
4,2020,B,C+,C+,C+
4,2021,P,F,F,F
4,2022,P,P,P,P
4,2021,C,C+,B,C+
4,2021,S,A+,A+,A+
4,2022,S,S,S,S
4,2023,B+,B+,B+,B
4,2020,B,C+,A,B
4,2021,C,C+,C,C
4,2020,D,B,P,P
4,2023,A+,S,S,A+
4,2020,B+,B,C,C
4,2020,C+,B+,B+,B
4,2023,A,A,B+,B+
4,2022,C+,B,C+,C
4,2022,C+,C,C,C
4,2021,P,F,F,F
4,2021,B+,A,A,B+
4,2023,B,B+,B+,B
4,2021,A+,A+,S,A+
4,2022,F,P,C,F
4,2020,C+,C+,D,D
4,2022,P,C,C,D
4,2022,B,B+,B,C+
4,2022,F,F,F,F
4,2022,C,C+,C,C
4,2023,S,A+,S,S
4,2023,B+,C+,B,C+
4,2022,S,A+,S,S
4,2021,C,C,C,D
4,2023,A,B+,A,B+
4,2021,P,C,C+,D
4,2021,C,C+,C,C
4,2020,F,D,D,F
4,2022,C+,P,C,C
4,2021,C,B+,B,C+
4,2021,B+,B,B+,B
4,2022,A+,B+,A,B+
4,2020,D,P,P,P
4,2021,F,F,F,F
4,2021,B,B,D,C
4,2022,S,A+,A,A
4,2021,A,C+,B+,B
4,2020,S,A+,S,S
4,2021,S,S,S,S
4,2020,S,S,S,S
4,2021,D,B,C+,C
4,2023,F,F,F,F
4,2022,A,B+,B,B
4,2020,F,F,F,F
4,2020,A+,D,B,B
4,2021,F,F,F,F
4,2022,B,C+,C+,C+
4,2021,F,F,C,F
4,2022,F,D,P,F
4,2023,B+,B,B,B
4,2023,A+,A+,S,A+
4,2020,F,F,P,F
4,2021,F,C+,F,F
4,2023,F,F,F,F
4,2022,F,F,F,F
4,2020,F,F,F,F
4,2020,F,F,F,F
4,2023,F,P,P,F
4,2021,D,C,P,P
4,2023,D,D,C,D
4,2022,D,F,A+,C+
4,2022,B,C,F,F
4,2023,S,S,S,S
4,2023,P,F,P,F
4,2021,F,C+,P,F
4,2023,F,F,F,F
4,2022,F,F,F,F
4,2023,D,D,P,P
4,2023,B,A+,A+,B+
4,2023,B+,A+,B+,B
4,2020,B+,B,D,C
4,2021,C,F,F,F
4,2020,C,D,C,D
4,2023,D,C,B,C
4,2023,D,F,D,F
4,2023,A,S,A+,A
4,2023,B,A,B,C+
4,2020,B+,C+,B+,B
4,2020,F,P,C,F
4,2021,B,B,C,C
4,2020,F,F,F,F
4,2023,D,P,D,P
4,2020,B,B,B+,B
4,2023,F,F,F,F
4,2020,F,F,F,F
4,2023,F,F,F,F
4,2023,D,C+,C,D
4,2022,B+,B,C+,C+
4,2021,F,P,P,F
4,2021,F,F,F,F
4,2022,F,F,F,F
4,2020,S,A+,S,S
4,2020,A,C+,B+,B
4,2021,C+,D,C+,C
4,2022,C+,B,B,C+
4,2023,B,F,F,F
4,2021,A,B+,C+,C+
4,2023,C,C+,B,C+
4,2021,A,C+,A+,B+
4,2021,A+,A,B+,B+
4,2020,B,B,B,C+
4,2020,C+,C,C,C
4,2020,F,F,F,F
4,2022,C+,B,B,C+
4,2022,B,P,P,D
4,2021,A,C+,B+,B
4,2021,B,C+,C+,C+
4,2023,S,A+,S,S
4,2020,A,S,A,B+
4,2023,S,S,S,S
4,2020,F,F,C+,F
4,2023,F,F,D,F
4,2023,P,F,S,B
4,2022,C,B+,A+,B
4,2020,D,P,C,D
4,2023,S,B,S,A+
4,2022,B+,B+,B,B
4,2023,C+,B+,A,B
4,2022,C+,C+,B,C+
4,2022,B,B,B,C+
4,2020,A,A+,S,A+
4,2020,S,S,S,S
4,2023,P,C,C,D
4,2021,B+,A,A,B+
4,2020,P,P,P,P
4,2022,C+,F,F,F
4,2021,B,B,B+,B
4,2020,C,C,P,P
4,2023,C+,C+,C+,C
4,2022,D,D,F,F
4,2020,B,B,B+,B
4,2023,B,B+,A,B
4,2020,B,C,C+,C+
4,2021,F,F,F,F
4,2020,C+,B+,B+,B
4,2020,F,P,F,F
4,2020,A+,S,S,A+
4,2023,F,C,D,F
4,2021,C+,C+,C+,C
4,2023,F,F,F,F
4,2023,A+,D,B+,B
4,2020,B,B+,C,C
4,2020,S,S,F,F
4,2020,S,S,B+,A
4,2023,F,P,F,F
4,2023,A,A,C+,C+
4,2021,B+,A,A+,B+
4,2023,B,C,B,C+
4,2021,D,C,C,D
4,2023,S,S,A,A
4,2022,C,D,C,D
4,2021,D,F,P,F
4,2020,C,C+,C+,C
4,2022,A,B+,B+,B
4,2022,C+,S,P,D
4,2021,S,A+,S,S
4,2022,S,S,A+,A+
4,2022,C,P,C,D
4,2020,A+,A+,B+,B+
4,2020,F,F,F,F
4,2023,C+,C+,C+,C
4,2020,B+,B+,B,B
4,2022,S,A,S,S
4,2020,A+,A+,A+,A
4,2020,F,F,P,F
4,2020,C,C+,C,C
4,2020,F,F,F,F
4,2021,D,C,C,D
4,2023,A,A+,A+,A
4,2022,A,F,C,D
4,2023,A,A,B,B
4,2022,A+,S,S,A+
4,2021,P,P,D,P
4,2023,F,F,A,F
4,2021,D,D,C,D
4,2023,F,P,F,F
4,2023,B+,A+,B,B
4,2021,S,A,F,F
4,2021,C,S,S,A
4,2022,P,F,F,F
4,2023,P,D,D,P
4,2020,S,F,B,C+
4,2020,F,F,F,F
4,2020,C,B,C+,C
4,2023,B,A,B,C+
4,2021,D,D,D,D
4,2020,B,C+,B,C+
4,2022,P,D,F,F
4,2021,D,F,C+,D
4,2023,C+,C,C,C
4,2020,F,F,P,F
4,2023,F,D,C,F
4,2020,B,B,B,C+
4,2020,A+,S,S,A+
4,2023,B,C+,C+,C+
4,2023,C,B+,C+,C
4,2023,F,F,P,F
4,2021,S,S,S,S
4,2021,D,D,C+,C
4,2023,B+,C+,S,A
4,2022,F,F,F,F
4,2021,S,S,S,S
4,2023,D,C,P,P
4,2020,P,P,P,P
4,2021,C,B,C+,C
4,2022,C+,C+,C+,C
4,2022,F,F,F,F
4,2021,C+,B+,C,C
4,2023,S,A,S,S
4,2021,C,C+,C,C
4,2020,B+,B+,A,B+
4,2020,P,F,F,F
4,2022,S,A+,D,C+
4,2023,F,F,F,F
4,2022,F,P,F,F
4,2021,S,B+,A,A
4,2021,F,F,F,F
4,2021,B+,B+,B,B
4,2020,D,D,D,D
4,2021,B,C+,B,C+
4,2023,F,F,F,F
4,2023,P,F,D,F
4,2023,F,P,P,F
4,2020,P,P,D,P
4,2022,D,D,F,F
4,2021,S,S,S,S
4,2020,A+,S,S,A+
4,2021,S,S,S,S
4,2021,A,A+,B+,B+
4,2023,A,S,S,A+
4,2022,C,C+,C,C
4,2022,B,B,A,B
4,2021,P,P,S,B+
4,2021,F,F,F,F
4,2022,A,S,S,A+
4,2020,B,B,B,C+
4,2022,F,F,F,F
4,2022,C,P,D,D
4,2022,D,A,P,P
4,2020,B,D,C+,C
4,2023,C,B,C,C
4,2021,F,F,F,F
4,2020,S,S,S,S
4,2022,F,F,F,F
4,2021,F,C,P,F
4,2021,A+,A+,B+,B+
4,2023,A,A+,S,A+
4,2020,B+,D,C+,C+
4,2023,A+,S,A+,A
4,2023,S,S,S,S
4,2023,D,D,P,P
4,2023,A,B,B,B
4,2020,B+,A,A+,B+
4,2021,B,C+,C+,C+
4,2023,S,A+,S,S
4,2021,S,S,S,S
4,2020,F,B+,S,C
4,2021,B+,B,A+,B+
4,2023,D,P,C+,C
4,2022,A,B+,B+,B
4,2021,C+,D,C+,C
4,2023,B,B,B,C+
4,2021,B,B+,B+,B
4,2023,C,B+,C,C
4,2020,F,F,F,F
4,2023,S,S,S,S
4,2020,F,F,P,F
4,2023,C,D,P,P
4,2020,P,C,D,P
4,2021,B+,B,B+,B
4,2023,A,A,B+,B+
4,2023,C,C+,C,C
4,2022,F,P,D,F
4,2020,C+,C,C+,C
4,2020,D,P,P,P
4,2023,A,C+,B,B
4,2021,B,C+,C+,C+
4,2020,B+,B,A,B+
4,2023,P,D,D,P
4,2022,C+,C,B,C+
4,2020,C+,C,D,D
4,2023,F,P,P,F
4,2022,B,A,C+,C+
4,2020,F,D,P,F
4,2023,B,C+,B,C+
4,2023,P,P,F,F
4,2020,B,C,C+,C+
4,2021,B,B,C+,C+
4,2022,P,C+,D,P
4,2021,A,B+,A+,A
4,2022,C+,B+,B,C+
4,2022,F,F,F,F
4,2020,D,D,D,D
4,2020,S,A,S,S
4,2022,B+,C+,B+,B
4,2020,B,A,B+,B
4,2022,F,F,F,F
4,2022,C,F,D,P
4,2020,A,B+,A+,A
4,2021,P,C,D,P
4,2023,F,F,F,F
4,2022,S,S,A,A
4,2021,B+,C,D,C
4,2023,F,P,D,F
4,2023,F,P,F,F
4,2023,C,C+,C+,C
4,2021,F,F,F,F
4,2021,B,C+,D,C
4,2021,F,F,F,F
4,2023,C+,C+,B,C+
4,2021,C,C,D,D
4,2020,P,P,F,F
4,2021,C,B+,B,C+
4,2023,S,S,S,S
4,2022,B+,B+,B+,B
4,2020,F,F,P,F
4,2020,A+,S,S,A+
4,2020,C+,C+,C+,C
4,2023,C+,B,B,C+
4,2023,B,B+,B,C+
4,2023,A,A+,A+,A
4,2023,A,A,A+,A
4,2023,D,B,B,C
4,2023,D,P,C+,C
4,2023,F,P,D,F
4,2020,P,C,P,P
4,2023,D,A,B,C+
4,2022,F,C,D,F
4,2021,C+,D,B,C+
4,2021,S,A,S,S
4,2023,F,F,F,F
4,2021,F,F,P,F
4,2020,S,S,S,S
4,2022,F,F,F,F
4,2023,B+,B+,B+,B
4,2022,S,A+,S,S
4,2023,F,F,F,F
4,2023,F,F,F,F
4,2022,D,C,D,D
4,2021,B+,F,B+,C+
4,2023,A,B+,A+,A
4,2023,P,P,F,F
4,2022,F,F,F,F
4,2022,C+,C+,A,B
4,2020,B+,C+,B,C+
4,2020,S,A+,A+,A+
4,2022,F,D,D,F
4,2022,A,B,C+,C+
4,2022,S,S,S,S
4,2021,F,F,F,F
4,2023,A,B+,B,B
4,2023,F,F,F,F
4,2021,B+,C+,B,C+
4,2023,B+,B,C+,C+
4,2022,C+,A,B,C+
4,2023,S,S,S,S
4,2022,A+,B+,B+,B+
4,2021,B+,A,B,B
4,2022,A+,A,A+,A
4,2021,C,F,F,F
4,2020,C+,F,D,P
4,2020,C,B,C+,C
4,2022,B+,A+,A,B+
4,2020,P,B+,S,B+
4,2023,F,F,F,F
4,2020,D,D,C,D
4,2021,D,D,C,D
4,2021,F,F,F,F
4,2022,D,F,S,B
4,2020,C,P,B,C
4,2022,B+,A,S,A
4,2021,F,F,C,F
4,2020,P,P,P,P
4,2021,P,P,P,P
4,2023,S,S,A+,A+
4,2022,P,F,P,F
4,2023,F,F,F,F
4,2020,S,S,A,A
4,2023,F,P,F,F
4,2021,F,P,F,F
4,2021,P,P,P,P
4,2021,P,C,P,P
4,2023,S,A+,S,S
4,2021,P,D,P,P
4,2020,F,F,F,F
4,2022,A+,S,S,A+
4,2021,A+,A,A+,A
4,2023,C+,S,S,A
4,2022,A,S,A,B+
4,2020,P,F,F,F
4,2022,B,B,B+,B
4,2022,P,F,F,F
4,2023,B+,B,B,B
4,2021,B,B+,B,C+
4,2020,D,C+,C+,C
4,2023,P,P,P,P
4,2021,D,F,F,F
4,2022,A+,A+,S,A+
4,2022,D,C,F,F
4,2020,F,F,F,F
4,2020,C,B,C+,C
4,2023,C+,C,C+,C
4,2023,F,F,F,F
4,2023,C+,C+,B,C+
4,2022,F,C+,F,F
4,2020,S,S,A,A
4,2023,P,P,F,F
4,2020,F,F,P,F
4,2022,F,F,F,F
4,2022,A+,B,B,B
4,2021,B,B+,B,C+
4,2023,F,C,D,F
4,2022,C,C,B,C+
4,2021,B+,D,F,F
4,2023,F,F,B,F
4,2022,F,F,F,F
4,2022,C+,C,P,D
4,2022,B+,C+,B+,B
4,2022,A+,A+,A,B+
4,2022,F,F,C,F
4,2023,F,F,F,F
4,2023,D,C,B,C
4,2021,B,D,C,C
4,2022,P,P,D,P
4,2021,B+,P,F,F
4,2022,F,F,F,F
4,2020,B+,S,S,A+
4,2021,D,C,P,P
4,2020,F,P,F,F
4,2020,D,C+,D,D
4,2020,A+,B+,S,A+
4,2023,B+,A+,A,B+
4,2020,D,C+,B,C
4,2021,B,F,D,P
4,2022,A+,B+,A,B+
4,2020,C+,B,A+,B+
4,2021,A,B,B,B
4,2021,C+,C,C+,C
4,2022,F,F,F,F
4,2023,P,C+,F,F
4,2021,C,B,C,C
4,2022,B,C,B,C+
4,2022,C,C,C,D
4,2023,F,F,F,F
4,2022,C,D,P,P
4,2021,C,D,C,D
4,2023,S,A+,S,S
4,2023,C+,C+,C,C
4,2023,S,C,A+,A
4,2023,C+,C+,C+,C
4,2020,B+,A,B+,B
4,2022,P,D,C,D
4,2022,C,B+,B+,C+
4,2021,D,C+,C+,C
4,2020,F,F,F,F
4,2023,P,P,P,P
4,2021,F,F,F,F
4,2022,S,S,S,S
4,2021,A,C+,C+,C+
4,2021,B+,C,C+,C+
4,2022,B+,D,B+,B
4,2022,S,S,S,S
4,2020,F,P,F,F
4,2020,B+,C,B,C+
4,2021,B,C+,C+,C+
4,2020,F,F,P,F
4,2023,F,F,F,F
4,2023,S,S,S,S
4,2021,F,F,F,F
4,2020,F,F,F,F
4,2020,C,C+,D,D
4,2023,F,F,F,F
4,2020,D,S,S,A
4,2020,B+,B,B,B
4,2021,C,D,D,D
4,2020,F,F,F,F
4,2022,F,F,F,F
4,2020,F,C,F,F
4,2022,S,S,S,S
4,2020,C+,C,C+,C
4,2023,S,S,S,S
4,2020,B,D,C+,C
4,2021,A+,S,F,F
4,2022,S,S,B+,A
4,2023,C+,D,C+,C
4,2022,S,S,A+,A+
4,2022,S,S,S,S
4,2020,F,F,F,F
4,2023,C+,B,B+,B
4,2020,F,F,F,F
4,2023,F,F,F,F
4,2022,P,P,F,F
4,2020,B+,B+,C,C+
4,2020,B+,A+,A,B+
4,2023,F,F,F,F
4,2023,D,D,D,D
4,2023,F,C+,D,F
4,2022,D,C,C+,C
4,2021,B,B,B+,B
4,2021,A,A+,A+,A
4,2021,F,F,F,F
4,2023,P,D,P,P
4,2021,F,F,D,F
4,2023,F,F,F,F
4,2021,P,F,D,F
4,2020,B+,B,B,B
4,2021,C+,P,P,P
4,2020,A,F,D,D
4,2022,P,P,F,F
4,2023,C+,C+,D,D
4,2023,F,F,F,F
4,2021,B+,B,B+,B
4,2023,C+,B,B,C+
4,2020,F,F,F,F
4,2020,S,S,S,S
4,2022,F,D,C,F
4,2023,P,C,C,D
4,2023,C,C+,D,D
4,2022,P,P,P,P
4,2020,F,F,F,F
4,2022,S,A,S,S
4,2022,B+,B,B,B
4,2021,A+,S,S,A+
4,2021,C+,D,C+,C
4,2023,D,D,P,P
4,2022,A+,A+,B+,B+
4,2021,F,F,F,F
4,2023,F,F,F,F
4,2023,P,D,D,P
4,2022,C+,B,C+,C
4,2023,F,C+,F,F
4,2020,F,F,F,F
4,2023,C+,F,P,F
4,2023,S,A+,A+,A+
4,2020,F,F,F,F
4,2022,C,C+,D,D
4,2023,F,P,F,F
4,2023,B,F,A+,B
4,2022,F,F,F,F
4,2023,F,F,D,F
4,2021,F,F,F,F
4,2020,F,F,F,F
4,2021,C+,C+,C+,C
4,2020,D,F,F,F
4,2023,B,B+,B,C+
4,2023,S,S,S,S
4,2022,A+,B,B,B
4,2022,F,F,F,F
4,2020,C,C,P,P
4,2022,S,S,S,S
4,2023,D,D,D,D
4,2020,D,F,C,P
4,2022,S,F,F,F
4,2021,F,F,F,F
4,2023,D,P,P,P
4,2021,C,P,D,D
4,2022,D,P,F,F
4,2023,C,C,P,P
4,2023,A+,A,S,A+
4,2022,A,B+,A,B+
4,2022,S,F,S,A
4,2021,C,B+,B,C+
4,2021,A,C+,B,B
4,2020,B,B,C+,C+
4,2023,B+,B+,B,B
4,2022,S,A,S,S
4,2023,D,C,D,D
4,2022,B,B+,B+,B
4,2022,A+,S,B,B+
4,2021,B,A,B+,B
4,2021,C+,B,F,F
4,2022,A+,A,A+,A
4,2023,F,F,F,F
4,2023,C,C,C,D
4,2020,P,C,B,C
4,2022,F,F,F,F
4,2023,A,A+,A+,A
4,2020,C+,F,C,D
4,2021,F,F,P,F
4,2020,A+,A,B+,B+
4,2023,C+,C,C,C
4,2022,D,B,F,F
4,2022,F,F,F,F
4,2020,D,D,C+,C
4,2022,C,C+,C,C
4,2020,C+,C+,C+,C
4,2020,C+,B,C+,C
4,2022,F,F,P,F
4,2020,C,D,C,D
4,2023,F,F,F,F
4,2022,C+,C,C,C
4,2020,F,D,F,F
4,2023,B+,C,B,C+
4,2023,D,P,D,P
4,2021,F,P,F,F
4,2021,S,S,S,S
4,2023,P,F,F,F
4,2020,F,P,F,F
4,2023,B+,B,F,F
4,2022,P,F,F,F
4,2022,A+,A,A,B+
4,2022,F,D,F,F
4,2021,F,F,F,F
4,2023,C,D,D,D
4,2021,C,C,C+,C
4,2022,B,B,B,C+
4,2022,P,F,D,F
4,2020,F,F,F,F
4,2022,D,D,D,D
4,2021,F,F,P,F
4,2021,P,F,F,F
4,2020,S,S,S,S
4,2021,C,B,D,D
4,2022,F,F,F,F
4,2021,S,B,A,A
4,2021,B,B+,B,C+
4,2023,D,D,C,D
4,2023,F,F,F,F
4,2022,B,B,C,C
4,2021,S,S,S,S
4,2020,C+,C,C+,C
4,2021,A,B+,B+,B
4,2020,S,S,S,S
4,2023,F,D,F,F
4,2020,P,C,D,P
4,2020,F,F,F,F
4,2022,C+,C+,C+,C
4,2023,C,B,C,C
4,2021,B+,C,C+,C+
4,2023,C,B,B,C+
4,2023,A+,S,S,A+
4,2020,C+,P,D,D
4,2022,C,C+,B,C+
4,2023,F,F,F,F
4,2021,C,C+,P,P
4,2021,F,F,F,F
4,2023,B,A,B,C+
4,2023,P,D,F,F
4,2021,C+,C,C,C
4,2022,C,P,C,D
4,2020,A+,S,S,A+
4,2021,A,A+,S,A+
4,2023,A+,A+,S,A+
4,2020,F,F,F,F
4,2020,C,C,C,D
4,2023,B,A,B+,B
4,2021,A,C,B,B
4,2020,F,F,D,F
4,2020,F,F,P,F
4,2020,B,B,A,B
4,2023,F,F,F,F
4,2020,P,F,F,F
4,2021,A+,A+,S,A+
4,2020,C,D,B,C
4,2021,F,F,F,F
4,2021,D,C,C,D
4,2021,F,F,P,F
4,2020,B+,A,A,B+
4,2022,F,F,D,F
4,2021,C+,C+,A,B
4,2020,D,P,D,P
4,2022,C,D,C+,C
4,2020,B+,B+,B+,B
4,2020,S,S,S,S
4,2023,B,B,B+,B
4,2023,B,B+,B+,B
4,2022,P,F,F,F
4,2020,D,C,D,D
4,2021,F,P,D,F
4,2021,A,S,A,B+
4,2020,C+,D,F,F
4,2020,D,F,P,F
4,2022,F,F,F,F
4,2020,F,F,F,F
4,2021,C,B+,B,C+
4,2022,B,A,B+,B
4,2021,C,D,C+,C
4,2021,P,P,P,P
4,2022,S,S,A,A
4,2021,S,S,S,S
4,2020,F,P,F,F
4,2023,C,A+,B+,B
4,2023,F,F,F,F
4,2020,S,S,A+,A+
4,2022,A,B+,A,B+
4,2021,B,B,A,B
4,2023,A,A+,A+,A
4,2022,F,P,F,F
4,2020,F,P,F,F
4,2022,D,C,C,D
4,2023,S,S,A+,A+
4,2022,C+,B+,C,C
4,2023,P,P,C,D
4,2020,C,D,D,D
4,2022,B,A,A+,B+
4,2020,F,F,F,F
4,2022,D,P,D,P
4,2020,B,B,A,B
4,2022,P,D,C+,D
4,2021,D,F,F,F
4,2023,B,B,C+,C+
4,2021,A+,B+,B+,B+
4,2020,A,B+,A+,A
4,2020,C,C+,B,C+
4,2021,F,F,F,F
4,2022,A+,S,S,A+
4,2023,C,C+,B,C+
4,2023,C+,A,B+,B
4,2020,D,C,C+,C
4,2021,P,D,C,D
4,2020,C+,B+,C,C
4,2020,C+,C,C,C
4,2020,C,B,B,C+
4,2020,S,B,S,A+
4,2023,A,D,B,B
4,2021,S,S,S,S
4,2023,F,F,F,F
4,2021,B,P,C,C
4,2023,P,D,D,P
4,2023,F,F,F,F
4,2022,C,C+,D,D
4,2020,C,P,P,P
4,2021,C,F,D,P
4,2020,F,F,F,F
4,2023,F,F,F,F
4,2020,F,F,F,F
4,2021,B+,B,B+,B
4,2022,C+,B,B+,B
4,2022,C,C,C+,C
4,2023,C+,C+,C,C
4,2020,D,C+,B,C
4,2023,F,P,F,F
4,2022,A,B,B+,B
4,2022,A,B+,B,B
4,2022,B+,A+,A,B+
4,2022,F,F,B,F
4,2020,F,S,C+,F
4,2021,C,C,C+,C
4,2020,C,C+,B,C+
4,2023,D,P,D,P
4,2021,B,A,B,C+
4,2020,B+,B+,A+,B+
4,2020,S,A+,A,A
4,2020,C+,C,C,C
4,2021,F,F,F,F
4,2020,B,B,D,C
4,2021,A,B,B,B
4,2021,P,F,F,F
4,2022,B+,B+,C+,C+
4,2021,C+,C,C+,C
4,2022,F,B+,F,F
4,2023,A+,B+,A,B+
4,2022,F,F,F,F
4,2023,C+,B,C+,C
4,2020,B,D,C+,C
4,2023,A,B+,A+,A
4,2023,A,A,B,B
4,2020,S,S,S,S
4,2021,F,D,P,F
4,2023,B+,B+,C+,C+
4,2023,D,C,P,P
4,2022,C+,S,C+,C+
4,2022,F,F,D,F
4,2023,P,F,F,F
4,2022,A+,S,S,A+
4,2022,P,D,C+,D
4,2022,B+,B+,B,B
4,2021,D,B,C+,C
4,2021,C,D,C+,C
4,2022,S,B+,S,A+
4,2023,A+,F,F,F
4,2023,C+,C,B,C+
4,2022,A,B,B,B
4,2023,C,B+,B,C+
4,2023,C+,B,C,C
4,2022,F,F,F,F
4,2020,B+,A,B+,B
4,2022,A,S,A,B+
4,2021,D,C+,B,C
4,2021,S,S,A+,A+
4,2023,S,S,S,S
4,2022,F,F,F,F
4,2020,C+,B+,B+,B
4,2023,C+,C,D,D
4,2023,F,F,D,F
4,2022,A,S,A,B+
4,2020,F,P,F,F
4,2020,D,C,P,P
4,2023,S,F,S,A
4,2023,A,A+,B+,B+
4,2022,F,D,F,F
4,2022,C+,B,D,D
4,2023,A,A,A,B+
4,2022,C,D,P,P
4,2020,B+,B+,C+,C+
4,2022,B+,F,A+,B
4,2023,B,C+,P,D
4,2021,B,C,C,C
4,2020,P,D,F,F
4,2021,C+,C+,C+,C
4,2020,A+,S,A,A
4,2020,F,D,P,F
4,2023,D,P,P,P
4,2022,F,F,D,F
4,2022,C+,C+,C+,C
4,2021,P,F,F,F
4,2022,F,F,P,F
4,2020,S,S,S,S
4,2022,B+,C+,C+,C+
4,2023,C,C,C,D
4,2021,F,F,F,F
4,2022,D,D,C,D
4,2021,C+,B,C,C
4,2022,C+,C+,C+,C
4,2023,D,F,D,F
4,2022,P,P,F,F
4,2023,C+,F,F,F
4,2023,B,C,C+,C+
4,2023,S,B+,F,F
4,2022,F,F,F,F
4,2023,F,F,F,F
4,2020,A,B+,B+,B
4,2020,F,B,P,F
4,2020,F,F,P,F
4,2020,A,B+,A,B+
4,2023,A,B+,B,B
4,2022,C+,B+,C+,C+
4,2023,C,C,B,C+
4,2022,F,F,F,F
4,2020,S,S,S,S
4,2020,A+,A+,A+,A
4,2020,P,P,D,P
4,2022,D,P,F,F
4,2022,P,F,D,F
4,2022,D,P,C,D
4,2021,S,D,S,A+
4,2021,B+,A,A,B+
4,2023,S,D,F,F
4,2020,A,B+,B+,B
4,2020,F,D,F,F
4,2023,C+,B,B,C+
4,2021,C+,C+,B,C+
4,2023,D,P,P,P
4,2023,C+,C+,A+,B+
4,2023,A,B+,S,A+
4,2020,D,P,C,D
4,2023,C+,C,C,C
4,2023,A,S,A,B+
4,2020,F,F,F,F
4,2020,F,D,D,F
4,2022,C,D,C+,C
4,2021,D,C,D,D
4,2020,B+,C,C+,C+
4,2021,B+,A,B+,B
4,2021,A+,A+,A,B+
4,2023,D,C+,F,F
